Country,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
Algeria,Africa,5.329,1.353,0.409,0.252,0.152,0.073,2023
Hong Kong,Asia,5.308,1.951,0.702,0.407,0.39,0.123,2023
Albania,Europe,5.277,1.449,0.48,0.549,0.037,0.133,2023
Indonesia,Asia,5.277,1.384,0.314,0.663,0.038,0.422,2023
South Africa,Africa,5.275,1.417,0.149,0.464,0.019,0.09,2023
Congo (Brazzaville),Africa,5.267,0.921,0.145,0.464,0.136,0.134,2023
Macedonia,Europe,5.254,1.498,0.408,0.515,0.02,0.207,2023
Venezuela,South America,5.211,0.0,0.341,0.369,0.084,0.205,2023
Laos,Asia,5.111,1.232,0.257,0.715,0.162,0.185,2023
Georgia,Asia,5.109,1.477,0.366,0.539,0.201,0.0,2023
Guinea,Africa,5.072,0.844,0.072,0.369,0.102,0.204,2023
Ukraine,Europe,5.071,1.358,0.355,0.551,0.016,0.265,2023
Ivory Coast,Africa,5.053,1.094,0.12,0.467,0.131,0.138,2023
Gabon,Africa,5.035,1.438,0.183,0.346,0.102,0.036,2023
Nigeria,Africa,4.981,1.065,0.092,0.448,0.013,0.176,2023
Cameroon,Africa,4.973,0.965,0.118,0.405,0.059,0.144,2023
Mozambique,Africa,4.954,0.57,0.0,0.625,0.192,0.161,2023
Iraq,Africa,4.941,1.281,0.324,0.351,0.038,0.134,2023
Morocco,Africa,4.903,1.236,0.337,0.54,0.085,0.013,2023
Iran,Africa,4.876,1.465,0.411,0.281,0.13,0.229,2023
Senegal,Africa,4.855,0.943,0.231,0.519,0.06,0.142,2023
Mauritania,Africa,4.724,1.099,0.244,0.32,0.195,0.13,2023
Burkina Faso,Africa,4.638,0.768,0.107,0.419,0.113,0.188,2023
Namibia,Africa,4.631,1.289,0.145,0.383,0.071,0.069,2023
Turkiye,Europe,4.614,1.714,0.467,0.125,0.096,0.095,2023
Ghana,Africa,4.605,1.101,0.197,0.526,0.035,0.211,2023
Pakistan,Asia,4.555,1.081,0.158,0.511,0.102,0.141,2023
Niger,Africa,4.501,0.561,0.137,0.54,0.14,0.154,2023
Tunisia,Africa,4.497,1.333,0.422,0.259,0.016,0.022,2023
Kenya,Africa,4.487,1.051,0.19,0.418,0.055,0.291,2023
Sri Lanka,Asia,4.442,1.422,0.426,0.539,0.086,0.12,2023
Uganda,Africa,4.432,0.785,0.201,0.425,0.051,0.197,2023
Chad,Africa,4.397,0.622,0.043,0.393,0.088,0.255,2023
Cambodia,Asia,4.393,1.025,0.283,0.768,0.051,0.176,2023
Benin,Africa,4.374,0.924,0.124,0.481,0.253,0.114,2023
Myanmar,Asia,4.372,1.032,0.269,0.46,0.194,0.4,2023
Bangladesh,Asia,4.282,1.133,0.355,0.617,0.165,0.139,2023
Gambia,Africa,4.279,0.761,0.174,0.286,0.033,0.332,2023
Mali,Africa,4.198,0.763,0.106,0.441,0.059,0.121,2023
Egypt,Africa,4.17,1.377,0.326,0.467,0.25,0.038,2023
Togo,Africa,4.137,0.77,0.161,0.367,0.136,0.149,2023
Jordan,Africa,4.12,1.292,0.438,0.517,0.173,0.056,2023
Ethiopia,Africa,4.091,0.793,0.25,0.451,0.101,0.283,2023
Liberia,Africa,4.042,0.628,0.141,0.471,0.071,0.219,2023
India,Asia,4.036,1.159,0.252,0.685,0.111,0.175,2023
Madagascar,Africa,4.019,0.632,0.178,0.187,0.134,0.177,2023
Zambia,Africa,3.982,0.914,0.095,0.545,0.08,0.189,2023
Tanzania,Africa,3.694,0.836,0.214,0.607,0.269,0.234,2023
Comoros,Africa,3.545,0.914,0.215,0.117,0.145,0.129,2023
Malawi,Africa,3.495,0.637,0.189,0.49,0.129,0.139,2023
Botswana,Africa,3.435,1.471,0.087,0.48,0.071,0.021,2023
Congo (Kinshasa),Africa,3.207,0.531,0.105,0.375,0.068,0.183,2023
Zimbabwe,Africa,3.204,0.758,0.069,0.363,0.117,0.112,2023
Sierra Leone,Africa,3.138,0.67,0.092,0.371,0.051,0.193,2023
Lebanon,Africa,2.392,1.417,0.398,0.123,0.027,0.061,2023
Afghanistan,Asia,1.859,0.645,0.087,0.0,0.059,0.093,2023
